item traded|price|volume|time|buy/sell|market/limit|misc
ADACAD|0.049119|3910.63693245|1574719454.1992|b|m|
ADACAD|0.048652|1683.65584325|1574722889.2947|b|m|
ADACAD|0.048652|1.34584799|1574722889.3044|b|m|
ADACAD|0.048652|0.00107582|1574722889.3057|b|m|
ADACAD|0.048652|0.00000086|1574722889.3073|b|m|
ADACAD|0.049275|5999.86932542|1574722889.3081|b|m|
ADACAD|0.049276|2973.17152366|1574722889.3094|b|m|
ADACAD|0.049276|401.69200000|1574722889.3108|b|m|
ADACAD|0.049280|1677.40506161|1574722889.3123|b|m|
ADACAD|0.049379|10.00000000|1574722889.3142|b|m|
ADACAD|0.049539|2287.39564350|1574722889.3159|b|m|
ADACAD|0.049540|1000.00000000|1574722889.3178|b|m|
ADACAD|0.050196|2399.07736396|1574722889.3194|b|m|
ADACAD|0.050197|4244.54147348|1574722889.3211|b|m|
ADACAD|0.050198|3484.58404496|1574722889.3227|b|m|
ADACAD|0.050200|1035.49510656|1574722889.3243|b|m|
ADACAD|0.050200|1.65414554|1574722889.3256|b|m|
ADACAD|0.050200|0.00264240|1574722889.3269|b|m|
ADACAD|0.050200|0.00000422|1574722889.3281|b|m|
ADACAD|0.050806|6.36619467|1574722889.3298|b|m|
ADACAD|0.051292|6.36627773|1574722889.3313|b|m|
ADACAD|0.051582|2374.39125738|1574722889.3335|b|m|
ADACAD|0.052021|6.36627715|1574722889.335|b|m|
ADACAD|0.052994|6.36619639|1574722889.3363|b|m|
ADACAD|0.053848|2400.00000000|1574722889.3385|b|m|
ADACAD|0.053851|80.00000000|1574722889.3399|b|m|
ADACAD|0.055000|1111.00000000|1574722889.3422|b|m|
ADACAD|0.055000|185.00000000|1574722889.345|b|m|
ADACAD|0.055555|89.77700000|1574722889.3477|b|m|
ADACAD|0.056412|3780.48617637|1574722889.3498|b|m|
ADACAD|0.058790|3659.35519682|1574722889.3511|b|m|
ADACAD|0.059500|3711.62000000|1574722889.3535|b|m|
ADACAD|0.059500|983.01432026|1574722889.3557|b|m|
ADACAD|0.049273|791.46375245|1574722889.7436|b|l|
ADACAD|0.049251|790.37732631|1574722890.2371|s|l|
ADACAD|0.049251|1.08642614|1574722890.2546|s|l|
ADACAD|0.048977|790.37732631|1574722890.2568|s|l|
ADACAD|0.048977|1.08642614|1574722890.6739|s|l|
ADACAD|0.048766|984.00000000|1574722983.6021|b|l|
ADACAD|0.048394|92.00000000|1574723395.9396|s|l|
ADACAD|0.047915|10.00000000|1574728399.8048|s|l|
ADACAD|0.047818|747.15914919|1574729528.2212|s|l|
ADACAD|0.047905|1.92881745|1574729665.8384|s|l|
ADACAD|0.048643|301.60000000|1574733841.1473|b|m|
ADACAD|0.048538|535.71016523|1574734633.7433|s|l|
ADACAD|0.048497|717.78559422|1574734788.7947|s|l|
ADACAD|0.049280|10.00000000|1574740224.6404|b|l|
ADACAD|0.048750|2077.54666667|1574751219.7196|s|l|
ADACAD|0.048344|4547.76000000|1574762112.4087|b|l|
ADACAD|0.047921|10.00000000|1574766519.699|s|l|
ADACAD|0.047435|10.00000000|1574776173.7683|s|l|
ADACAD|0.048286|420.00000000|1574778686.8716|s|l|
ADACAD|0.048295|435.44466300|1574784111.9394|b|l|
ADACAD|0.048295|435.44466300|1574784111.9471|b|l|
ADACAD|0.048295|184.83722448|1574784112.1122|b|l|
ADACAD|0.048295|6.71377120|1574784290.9503|b|l|
ADACAD|0.048164|4559.82684162|1574788427.9745|s|l|
ADACAD|0.048261|1.00000000|1574793543.1447|b|l|
ADACAD|0.048337|2300.00000000|1574804093.6518|b|m|
ADACAD|0.048351|1568.17269616|1574805168.986|s|l|
ADACAD|0.048350|9.93588418|1574805168.9884|s|l|
ADACAD|0.048808|10.00000000|1574816077.1558|b|m|
ADACAD|0.049505|6199.08664737|1574816077.173|b|m|
ADACAD|0.049505|166.93600000|1574816077.1751|b|m|
ADACAD|0.049506|3623.97735263|1574816077.1764|b|m|
ADACAD|0.047732|10.00000000|1574845595.0766|s|l|
ADACAD|0.047184|11.00000000|1574847126.8012|s|l|
ADACAD|0.048818|10.00000000|1574854636.9299|b|l|
ADACAD|0.049201|1785.81490000|1574854983.5178|b|l|
ADACAD|0.049201|301.66664573|1574855870.8249|b|l|
ADACAD|0.049331|10.00000000|1574856012.2273|b|l|
ADACAD|0.049854|10.00000000|1574856226.8918|b|l|
ADACAD|0.050000|200.00000000|1574856245.4104|b|l|
ADACAD|0.050383|10.00000000|1574860750.6907|b|l|
ADACAD|0.050460|1534.47191103|1574863204.0738|s|l|
ADACAD|0.050921|10.00000000|1574863943.2147|b|l|
ADACAD|0.051468|10.00000000|1574869882.5815|b|m|
ADACAD|0.052625|70.94800625|1574869882.5874|b|m|
ADACAD|0.051537|72.43339736|1574870094.0751|b|l|
ADACAD|0.052023|10.00000000|1574873344.9755|b|l|
ADACAD|0.052358|2327.56660264|1574873349.0405|b|l|
ADACAD|0.051867|207.85437153|1574873945.1099|s|l|
ADACAD|0.051866|55.07954029|1574874068.1628|s|l|
ADACAD|0.051780|1594.32088807|1574874320.3617|s|l|
ADACAD|0.051778|3405.67911193|1574874320.3671|s|l|
ADACAD|0.052124|12.00000000|1574875069.9923|b|l|
ADACAD|0.052448|3000.00000000|1574875276.5433|s|l|
ADACAD|0.052218|75.36904401|1574875550.2011|s|l|
ADACAD|0.052806|17.00000000|1574876084.051|b|l|
ADACAD|0.053078|1774.57316845|1574883079.1446|b|m|
ADACAD|0.052000|2835.01730769|1574891346.1319|b|l|
ADACAD|0.052000|2804.15384615|1574891974.2141|b|l|
ADACAD|0.052000|4689.40769230|1574892114.2681|b|l|
ADACAD|0.052000|2513.41170943|1574892166.4995|b|l|
ADACAD|0.052000|6216.77884615|1574892954.5961|b|l|
ADACAD|0.052000|297.57884615|1574892955.3086|b|l|
ADACAD|0.052000|300.39615384|1574892955.3212|b|l|
ADACAD|0.052000|42.31346153|1574892956.4454|b|l|
ADACAD|0.052000|42.31346153|1574892956.5534|b|l|
ADACAD|0.052000|6962.93706000|1574892960.5793|b|l|
ADACAD|0.052000|6962.53537000|1574893139.3566|b|l|
ADACAD|0.052000|6209.37499999|1574893283.5374|b|l|
ADACAD|0.052000|3490.15576923|1574893283.5414|b|l|
ADACAD|0.052000|3882.95207617|1574893310.1843|b|l|
ADACAD|0.052000|615.76800759|1574893324.5875|b|l|
ADACAD|0.052000|5779.90961538|1574893329.1502|b|l|
ADACAD|0.052000|189.25192307|1574893391.9037|b|l|
ADACAD|0.052000|6226.03461538|1574893465.678|b|l|
ADACAD|0.052000|3499.51923076|1574893465.6822|b|l|
ADACAD|0.052000|408.65698267|1574893467.5827|b|l|
ADACAD|0.052000|6226.03461538|1574893472.5299|b|l|
ADACAD|0.052000|3499.51923076|1574893472.5474|b|l|
ADACAD|0.052000|5982.25070716|1574893484.9832|b|l|
ADACAD|0.052000|5813.97777947|1574893489.0963|b|l|
ADACAD|0.052000|5814.12902568|1574893490.5776|b|l|
ADACAD|0.052000|460.06527448|1574893490.7527|b|l|
ADACAD|0.052000|6224.59423076|1574893492.3868|b|l|
ADACAD|0.052000|5985.60646625|1574893494.3464|b|l|
ADACAD|0.052000|968.00958743|1574893506.714|b|l|
ADACAD|0.052000|5805.07933499|1574893624.7612|b|l|
ADACAD|0.052000|1113.52869072|1574893628.4732|b|l|
ADACAD|0.052000|500.00000000|1574893631.8906|b|l|
ADACAD|0.052000|1411.56494960|1574893653.4499|b|l|
ADACAD|0.052000|5590.41730769|1574893662.4883|b|l|
ADACAD|0.052000|2437.00000000|1574893662.8072|b|l|
ADACAD|0.052000|5707.41788276|1574893664.2126|b|l|
ADACAD|0.052000|5805.07804073|1574893678.2043|b|l|
ADACAD|0.052000|5988.50765306|1574893678.5026|b|l|
ADACAD|0.052000|5988.50765306|1574893680.5187|b|l|
ADACAD|0.052000|407.90306122|1574893688.674|b|l|
ADACAD|0.052000|386.10038610|1574893712.3412|b|l|
ADACAD|0.052000|6220.48076923|1574894012.6883|b|l|
ADACAD|0.052000|5707.41788276|1574894093.5666|b|l|
ADACAD|0.052000|654.19615384|1574894531.1785|b|l|
ADACAD|0.052000|457.53461538|1574894860.8506|b|l|
ADACAD|0.052000|190.00384615|1574897774.335|b|l|
ADACAD|0.052000|6966.04979000|1574899864.311|b|l|
ADACAD|0.052000|263.11923076|1574899908.7372|b|l|
ADACAD|0.052000|934.71538461|1574900536.4664|b|l|
ADACAD|0.052000|3794.36200066|1574900580.4331|b|l|
ADACAD|0.052000|12826.08590838|1574900580.4475|b|l|
ADACAD|0.052000|12714.31146998|1574900580.7921|b|l|
ADACAD|0.052000|3183.14807692|1574900591.7726|b|l|
ADACAD|0.052000|6966.20649000|1574900614.046|b|l|
ADACAD|0.052000|2256.68126388|1574900639.0991|b|l|
ADACAD|0.052000|5707.41788276|1574900683.5821|b|l|
ADACAD|0.052000|5707.41788276|1574900684.5074|b|l|
ADACAD|0.052000|42146.41911602|1574900684.5193|b|l|
ADACAD|0.052000|717.04682806|1574900684.5373|b|l|
ADACAD|0.052000|5497.35901513|1574900684.554|b|l|
ADACAD|0.052000|9280.03628892|1574900684.6875|b|l|
ADACAD|0.052000|10160.57115384|1574900684.7299|b|l|
ADACAD|0.052000|5707.01153846|1574900684.9058|b|l|
ADACAD|0.052000|9282.56882645|1574900685.0274|b|l|
ADACAD|0.052000|4217.01923076|1574900692.7549|b|l|
ADACAD|0.052000|5127.99555916|1574900698.5554|b|l|
ADACAD|0.052000|4217.07692307|1574900698.7818|b|l|
ADACAD|0.052000|10777.19105912|1574900698.8673|b|l|
ADACAD|0.052000|10820.64652854|1574900699.2713|b|l|
ADACAD|0.052000|4217.07692307|1574900704.8269|b|l|
ADACAD|0.052000|4217.04807692|1574900710.8363|b|l|
ADACAD|0.052000|4217.07692307|1574900716.9616|b|l|
ADACAD|0.052000|4217.07692307|1574900722.8392|b|l|
ADACAD|0.052000|4217.22115384|1574900738.2433|b|l|
ADACAD|0.052000|4217.16346153|1574900743.901|b|l|
ADACAD|0.052000|2549.95391962|1574900777.4167|b|l|
ADACAD|0.052000|30874.33846153|1574900780.9695|b|l|
ADACAD|0.052000|30905.21336037|1574900785.2319|b|l|
ADACAD|0.052000|5716.51923076|1574900786.3287|b|l|
ADACAD|0.052000|2838.23076923|1574900786.3325|b|l|
ADACAD|0.052000|5716.51923076|1574900787.3484|b|l|
ADACAD|0.052000|7616.29274453|1574900787.5355|b|l|
ADACAD|0.052000|1784.66103638|1574900787.8424|b|l|
ADACAD|0.052000|4217.10576923|1574900788.9551|b|l|
ADACAD|0.052000|2414.00000000|1574900789.6435|b|l|
ADACAD|0.052000|2414.00000000|1574900790.2393|b|l|
ADACAD|0.052000|5707.41788276|1574900793.238|b|l|
ADACAD|0.052000|6051.14041822|1574900793.2591|b|l|
ADACAD|0.052000|14517.99766692|1574900793.4413|b|l|
ADACAD|0.052000|871.19871584|1574900794.1017|b|l|
ADACAD|0.052000|4217.10576923|1574900794.963|b|l|
ADACAD|0.052000|5724.07115384|1574900796.8321|b|l|
ADACAD|0.052000|5465.21404919|1574900798.2534|b|l|
ADACAD|0.052000|4217.10576923|1574900800.9728|b|l|
ADACAD|0.052000|1282.55151616|1574900820.6466|b|l|
ADACAD|0.052000|5764.06730768|1574900971.4675|b|l|
ADACAD|0.052000|3642.05576923|1574900989.0882|b|l|
ADACAD|0.052000|1397.81951780|1574900993.1598|b|l|
ADACAD|0.052000|2.23293853|1574900993.1644|b|l|
ADACAD|0.052000|0.00356699|1574900993.1661|b|l|
ADACAD|0.052000|0.00000570|1574900993.1675|b|l|
ADACAD|0.052014|3200.00000000|1574908636.112|b|m|
ADACAD|0.051754|1429.51269467|1574908872.6945|b|m|
ADACAD|0.051397|1414.40160708|1574908885.1189|s|l|
ADACAD|0.051397|701.27298132|1574908885.3086|s|l|
ADACAD|0.051396|1878.14032354|1574908885.3108|s|l|
ADACAD|0.051396|5816.47470703|1574908896.2026|s|l|
ADACAD|0.051396|1483.70814386|1574908896.212|s|l|
ADACAD|0.051645|128.00000000|1574950693.1078|b|m|
ADACAD|0.052716|8.58000000|1574955151.2257|b|m|
ADACAD|0.052614|154.11487437|1574956045.1229|b|m|
ADACAD|0.052732|10.00000000|1574975776.1388|b|l|
ADACAD|0.053461|6777.24288000|1574990942.2604|b|m|
ADACAD|0.053736|5913.99478188|1574991194.6919|b|m|
ADACAD|0.053732|2722.59337142|1574991199.7361|b|m|
ADACAD|0.053729|2984.20976103|1574991209.713|b|m|
ADACAD|0.054532|10.00000000|1574997806.7703|b|l|
ADACAD|0.055000|182.00000000|1574998958.174|b|l|
ADACAD|0.055135|5913.00000000|1574999750.5049|b|m|
ADACAD|0.055135|4180.00000000|1574999868.4091|b|m|
ADACAD|0.055136|10.00000000|1575010879.3413|b|l|
ADACAD|0.053859|3831.60339219|1575029221.4276|s|l|
ADACAD|0.053858|10.00000000|1575029221.4294|s|l|
ADACAD|0.055383|4118.46835102|1575037331.9213|b|l|
ADACAD|0.055460|2668.61178814|1575042024.3217|b|m|
ADACAD|0.055173|806.06883485|1575046915.9504|b|l|
ADACAD|0.055173|0.64433960|1575046915.9685|b|l|
ADACAD|0.055173|0.00051506|1575046915.97|b|l|
ADACAD|0.055173|0.00000041|1575046915.9714|b|l|
ADACAD|0.055656|2614.92367968|1575046935.1762|b|m|
ADACAD|0.053995|2.35805464|1575064746.6453|s|l|
ADACAD|0.053995|0.00229336|1575064746.6497|s|l|
ADACAD|0.054635|5.28933300|1575066292.9636|s|l|
ADACAD|0.054686|36.69812404|1575066667.0961|s|l|
ADACAD|0.054778|10.00000000|1575069723.4683|b|l|
ADACAD|0.054453|31.63381733|1575074936.3168|s|l|
ADACAD|0.054453|0.03160222|1575074936.3472|s|l|
ADACAD|0.054453|0.00002745|1575074936.3492|s|l|
ADACAD|0.055052|10.00000000|1575099047.7554|b|l|
ADACAD|0.055663|10.00000000|1575101992.3953|b|l|
ADACAD|0.054048|10.00000000|1575122026.0375|s|l|
ADACAD|0.053469|10.00000000|1575123544.1535|s|l|
ADACAD|0.053137|28.03098847|1575124674.1583|s|l|
ADACAD|0.053137|0.02800299|1575124674.1703|s|l|
ADACAD|0.053137|0.00002454|1575124674.1718|s|l|
ADACAD|0.053046|21.88831986|1575124802.0446|s|l|
ADACAD|0.053046|0.02186645|1575124802.0486|s|l|
ADACAD|0.053046|0.00001869|1575124802.0503|s|l|
ADACAD|0.054100|1000.00000000|1575132507.6345|s|l|
ADACAD|0.053634|817.77912654|1575133195.8353|s|l|
ADACAD|0.053665|63.86657970|1575135663.5633|s|l|
ADACAD|0.053665|40.45839932|1575135664.6502|s|l|
ADACAD|0.053182|62.57568350|1575138295.4505|s|l|
ADACAD|0.053144|13.87168200|1575140103.608|s|l|
ADACAD|0.053212|10.00000000|1575165950.8027|s|l|
ADACAD|0.052490|13.00000000|1575169909.366|s|l|
ADACAD|0.051903|2024.42248039|1575173685.8023|s|l|
ADACAD|0.051903|5.24247153|1575173685.9844|s|l|
ADACAD|0.051903|643.67775659|1575173809.6817|s|l|
ADACAD|0.051903|10.00000000|1575173809.6835|s|l|
ADACAD|0.051922|10.00000000|1575259244.8769|s|l|
ADACAD|0.051373|6.35340833|1575264810.0122|s|l|
ADACAD|0.051028|10.00000000|1575266509.6551|s|l|
ADACAD|0.050449|11.00000000|1575274043.2136|s|l|
ADACAD|0.050000|401.00000000|1575274981.8473|s|l|
ADACAD|0.050032|7249.90551000|1575289282.761|s|m|
ADACAD|0.049919|1979.92405703|1575289282.8049|s|m|
ADACAD|0.049918|6820.84418446|1575289282.807|s|m|
ADACAD|0.049914|10.00000000|1575289282.809|s|m|
ADACAD|0.049345|5270.00000000|1575289282.811|s|m|
ADACAD|0.049344|3440.61103836|1575289282.8124|s|m|
ADACAD|0.049325|81.72734671|1575289282.8136|s|m|
ADACAD|0.049319|4450.97224193|1575289282.815|s|m|
ADACAD|0.049315|2100.18869044|1575289282.8169|s|m|
ADACAD|0.048324|27.67642176|1575289282.8195|s|m|
ADACAD|0.047867|27.94126791|1575289282.8211|s|m|
ADACAD|0.047250|8239.10948106|1575289282.8223|s|m|
ADACAD|0.047249|2460.00000000|1575289282.8252|s|m|
ADACAD|0.047249|7841.09976034|1575289282.8271|s|m|
ADACAD|0.050193|1.00000000|1575289632.965|b|l|
ADACAD|0.050673|374.92550273|1575305715.9194|b|l|
ADACAD|0.050423|1000.00000000|1575315617.9501|b|m|
ADAETH|0.000266900|2.44543233|1575107775.6094|s|l|
ADAETH|0.000266900|1.83407425|1575107781.4599|s|l|
ADAETH|0.000266900|1.37555569|1575107794.3192|s|l|
ADAETH|0.000266900|1.03166676|1575107863.6402|s|l|
ADAETH|0.000266200|3866.61703649|1575112232.9451|s|l|
ADAETH|0.000266200|180.04727593|1575112238.1158|s|l|
ADAETH|0.000266200|20.85238800|1575112238.1192|s|l|
ADAETH|0.000266200|3769.47567913|1575112238.1209|s|l|
ADAETH|0.000266200|272.92742680|1575112238.5633|s|l|
ADAETH|0.000266200|20.85238800|1575112238.5662|s|l|
ADAETH|0.000266200|20.85238800|1575112238.5676|s|l|
ADAETH|0.000266200|67.41882043|1575112238.569|s|l|
ADAETH|0.000265900|147.11744694|1575113383.0247|s|l|
ADAETH|0.000264800|36.90026019|1575113389.9334|s|l|
ADAETH|0.000264900|27.67519514|1575113392.5956|s|l|
ADAETH|0.000264200|20.75639635|1575113396.1047|s|l|
ADAETH|0.000264500|15.56729727|1575113398.6987|s|l|
ADAETH|0.000264400|11.67547295|1575113403.5098|s|l|
ADAETH|0.000264300|8.75660471|1575113406.5824|s|l|
ADAETH|0.000264400|6.56745353|1575113413.1468|s|l|
ADAETH|0.000264500|4.92559015|1575113416.9445|s|l|
ADAETH|0.000264600|3.69419261|1575113421.2229|s|l|
ADAETH|0.000264700|2.77064446|1575113432.4863|s|l|
ADAETH|0.000264600|2.07798335|1575113435.2746|s|l|
ADAETH|0.000264600|1.55848751|1575113438.6918|s|l|
ADAETH|0.000264600|1.16886563|1575113444.7373|s|l|
ADAETH|0.000265100|7642.82323429|1575113873.3371|b|l|
ADAETH|0.000265100|5082.03519273|1575113874.1616|b|l|
ADAETH|0.000265100|2481.39358849|1575113874.7781|b|l|
ADAETH|0.000265200|3763.04869155|1575120256.9009|s|l|
ADAETH|0.000265200|100.00000000|1575120772.8195|s|l|
ADAETH|0.000264400|75.00000000|1575121405.8089|s|l|
ADAETH|0.000264400|75.00000000|1575121405.8209|s|l|
ADAETH|0.000264400|75.00000000|1575121405.8223|s|l|
ADAETH|0.000264400|75.00000000|1575121405.8236|s|l|
ADAETH|0.000264400|75.00000000|1575121405.825|s|l|
ADAETH|0.000264400|75.00000000|1575121405.8264|s|l|
ADAETH|0.000264400|76.00000000|1575121405.8279|s|l|
ADAETH|0.000263100|37.25315066|1575122038.4824|s|l|
ADAETH|0.000263100|27.93986300|1575122043.4043|s|l|
ADAETH|0.000263200|20.95489725|1575122045.7064|s|l|
ADAETH|0.000263000|15.71617293|1575122050.3974|s|l|
ADAETH|0.000263200|11.78712970|1575122053.2903|s|l|
ADAETH|0.000264000|8.84034728|1575122059.7782|s|l|
ADAETH|0.000262800|5184.85547230|1575122878.7849|s|m|
ADAETH|0.000263800|28.08710311|1575124669.22|b|l|
ADAETH|0.000263500|150.54808913|1575124699.8031|s|l|
ADAETH|0.000262800|28.22776671|1575124719.1294|s|l|
ADAETH|0.000263400|21.93213714|1575124797.108|b|l|
ADAETH|0.000262800|8.21586415|1575125655.5041|s|l|
ADAETH|0.000263000|2.32411715|1575125981.8624|s|l|
ADAETH|0.000262900|1.74308786|1575125985.7587|s|l|
ADAETH|0.000263300|1.30731590|1575125990.4797|b|l|
ADAETH|0.000264100|4380.43470000|1575126507.2331|b|l|
ADAETH|0.000264900|3885.59250703|1575127387.2602|b|l|
ADAETH|0.000264900|3885.59250703|1575127390.0153|b|l|
ADAETH|0.000264800|148.89348319|1575127844.9051|s|l|
ADAETH|0.000264300|37.37657188|1575127852.4504|s|l|
ADAETH|0.000263600|21.02432168|1575128284.6191|s|l|
ADAETH|0.000263600|15.76824126|1575128301.8969|s|l|
ADAETH|0.000263600|11.82618095|1575128334.7441|s|l|
ADAETH|0.000263600|8.86963571|1575128337.3598|s|l|
ADAETH|0.000263500|6.65222678|1575128414.317|s|l|
ADAETH|0.000263600|4.98917009|1575128425.1052|s|l|
ADAETH|0.000263600|3.74187757|1575128428.0846|s|l|
ADAETH|0.000263600|2.80640817|1575128430.5642|s|l|
ADAETH|0.000263600|2.10480613|1575128445.9642|s|l|
ADAETH|0.000263500|1.57860460|1575128535.6621|s|l|
ADAETH|0.000263400|1.18395345|1575128573.9717|s|l|
ADAETH|0.000264000|3994.92811505|1575129378.0179|b|l|
ADAETH|0.000264000|5.07188495|1575129378.026|b|l|
ADAETH|0.000264700|149.48015287|1575131271.0173|s|l|
ADAETH|0.000264300|2893.25030646|1575131296.6118|s|l|
ADAETH|0.000265200|6347.95131975|1575131393.1236|b|l|
ADAETH|0.000265200|37.50878277|1575131393.1326|b|l|
ADAETH|0.000264800|37.50878277|1575131393.3861|s|l|
ADAETH|0.000264900|18.75439138|1575131396.2325|s|l|
ADAETH|0.000264900|14.06579354|1575131398.9582|s|l|
ADAETH|0.000264900|10.54934515|1575131402.6728|s|l|
ADAETH|0.000264900|7.91200886|1575131406.3588|s|l|
ADAETH|0.000265000|5.93400665|1575131424.6074|s|l|
ADAETH|0.000264900|4.45050499|1575131455.3459|s|l|
ADAETH|0.000264900|3.33787874|1575131479.383|s|l|
ADAETH|0.000264600|1.40816759|1575131703.909|s|l|
ADAETH|0.000264400|1.05612570|1575131724.7686|s|l|
ADAETH|0.000265300|1001.00100101|1575132507.2835|b|l|
ADAETH|0.000265400|149.08589474|1575134298.1877|s|l|
ADAETH|0.000265300|4958.21849062|1575134298.1899|s|l|
ADAETH|0.000265200|28.32489945|1575134485.7767|s|l|
ADAETH|0.000266200|1173.11190452|1575134501.2036|b|l|
ADAETH|0.000265100|21.24367459|1575134541.3633|s|l|
ADAETH|0.000265300|15.93275594|1575134552.3444|s|l|
ADAETH|0.000265200|75.00000000|1575134553.634|s|m|
ADAETH|0.000265300|76.00000000|1575134554.4703|s|m|
ADAETH|0.000265300|11.94956696|1575134554.6737|s|l|
ADAETH|0.000265400|8.96217522|1575134585.7998|s|l|
ADAETH|0.000265500|6.72163141|1575134620.2711|s|l|
ADAETH|0.000265200|5.04122356|1575134643.7939|s|l|
ADAETH|0.000265300|3.78091767|1575134648.8153|s|l|
ADAETH|0.000265200|2.83568825|1575134653.016|s|l|
ADAETH|0.000265400|2.12676619|1575134695.6796|s|l|
ADAETH|0.000265300|1.59507464|1575134698.497|s|l|
ADAETH|0.000265300|1.19630598|1575134748.7375|s|l|
ADAETH|0.000265700|2370.00000000|1575136585.6097|b|m|
ADAETH|0.000265900|13.88556757|1575140103.6123|b|l|
ADAETH|0.000265400|149.95612283|1575140522.6662|s|l|
ADAETH|0.000265200|75.00000000|1575140547.6009|s|m|
ADAETH|0.000265200|75.00000000|1575140548.4492|s|m|
ADAETH|0.000265000|8.36204951|1575141874.1399|b|m|
ADAETH|0.000265600|66.63795049|1575141874.162|b|m|
ADAETH|0.000264600|6.27153714|1575141925.6863|s|l|
ADAETH|0.000266300|5.83697183|1575147221.1471|b|l|
ADAETH|0.000266300|581.98073184|1575147822.8302|b|l|
ADAETH|0.000267800|1200.00000000|1575149495.423|b|l|
ADAETH|0.000267000|20629.25576991|1575152902.9559|b|m|
ADAETH|0.000267100|10658.29228000|1575152902.9767|b|m|
ADAETH|0.000267200|2467.74133191|1575152902.9781|b|m|
ADAETH|0.000267200|14808.24514000|1575152902.9794|b|m|
ADAETH|0.000267200|11252.81320330|1575152902.9807|b|m|
ADAETH|0.000268000|410.88487488|1575152902.9829|b|m|
ADAETH|0.000266100|75.00000000|1575158627.9027|s|l|
ADAETH|0.000266000|75.00000000|1575158627.9073|s|l|
ADAETH|0.000267900|4267.99998394|1575163309.5754|b|l|
ADAETH|0.000266900|7.50237017|1575163669.4801|s|l|
ADAETH|0.000267800|250.00000000|1575163878.4901|s|l|
ADAETH|0.000267000|73.00000000|1575164239.4637|b|l|
ADAETH|0.000265500|180.00000000|1575164964.3552|s|l|
ADAETH|0.000265700|250.00000000|1575165805.2922|s|l|
ADAETH|0.000265600|67.46942771|1575165807.8134|s|l|
ADAETH|0.000265600|3661.34220143|1575165807.8181|s|l|
ADAETH|0.000264800|38.20167729|1575165902.5322|s|l|
ADAETH|0.000264500|28.65125797|1575165939.6237|s|l|
ADAETH|0.000264500|21.48844348|1575165945.9385|s|l|
ADAETH|0.000264500|16.11633261|1575165963.1595|s|l|
ADAETH|0.000264500|12.08724946|1575166261.3323|s|l|
ADAETH|0.000264500|9.06543709|1575166320.6423|s|l|
ADAETH|0.000264500|6.79907782|1575166345.6332|s|l|
ADAETH|0.000264500|5.09930836|1575166362.0203|s|l|
ADAETH|0.000264500|3.82448127|1575166366.4801|s|l|
ADAETH|0.000264900|16.14182710|1575166399.7635|b|l|
ADAETH|0.000264500|1.61345304|1575166682.6505|s|l|
ADAETH|0.000265700|1200.00000000|1575167185.9486|s|l|
ADAETH|0.000265200|54.91181235|1575167842.5279|s|m|
ADAETH|0.000265200|0.08818765|1575167842.5513|s|m|
ADAETH|0.000265000|13.89180740|1575167908.255|s|l|
ADAETH|0.000265000|10.41885555|1575167955.0696|s|l|
ADAETH|0.000265000|7.81414166|1575167958.0821|s|l|
ADAETH|0.000265000|5.86060625|1575167972.0799|s|l|
ADAETH|0.000265000|4.39545468|1575167975.0911|s|l|
ADAETH|0.000265100|3.29659101|1575167980.971|s|l|
ADAETH|0.000265200|2.47244326|1575167989.2397|s|l|
ADAETH|0.000265200|1.85433245|1575167997.6347|s|l|
ADAETH|0.000265200|1.39074933|1575168083.2096|s|l|
ADAETH|0.000265200|1.04306200|1575168109.6644|s|l|
ADAETH|0.000265400|2745.84621417|1575168267.7796|s|l|
ADAETH|0.000265400|1104.15378583|1575168267.7862|s|l|
ADAETH|0.000265000|1562.98273510|1575169631.2755|s|l|
ADAETH|0.000264600|153.72338798|1575170114.6834|s|l|
ADAETH|0.000264500|38.91978231|1575170125.3671|s|l|
ADAETH|0.000264500|29.18983673|1575170130.5408|s|l|
ADAETH|0.000264500|414.96304353|1575170141.3246|s|l|
ADAETH|0.000264500|75.00000000|1575170141.3281|s|l|
ADAETH|0.000264500|75.00000000|1575170141.3295|s|l|
ADAETH|0.000264500|75.00000000|1575170141.3309|s|l|
ADAETH|0.000264500|75.00000000|1575170141.3328|s|l|
ADAETH|0.000264500|75.00000000|1575170141.3343|s|l|
ADAETH|0.000264500|75.00000000|1575170141.3357|s|l|
ADAETH|0.000263300|8.67000601|1575170141.5851|s|l|
ADAETH|0.000263300|3790.14562146|1575170141.5901|s|m|
ADAETH|0.000263300|9.82882368|1575170141.5923|s|m|
ADAETH|0.000263300|0.02548867|1575170141.5938|s|m|
ADAETH|0.000263300|0.00006610|1575170141.595|s|m|
ADAETH|0.000264600|8.48889246|1575171193.1732|b|l|
ADAETH|0.000262800|551.37407281|1575173206.6435|s|l|
ADAETH|0.000262600|21.75697717|1575173685.8086|b|l|
ADAETH|0.000262900|2006.50619817|1575173685.81|b|l|
ADAETH|0.000262900|5.25499581|1575173685.9785|b|l|
ADAETH|0.000262400|16.31773287|1575173687.0227|s|l|
ADAETH|0.000262300|12.23829966|1575173701.0168|s|l|
ADAETH|0.000262300|9.17872474|1575173726.7457|s|l|
ADAETH|0.000262500|6.88404356|1575173746.6687|s|l|
ADAETH|0.000262400|5.16303267|1575173756.6004|s|l|
ADAETH|0.000262400|3.87227450|1575173762.9287|s|l|
